g_mag,u0g,u0m010,u0m009,u0m008,u0m007,u0m006,u0m005,u0m004,u0m003,u0m002,u0m001,u0p000,u0p001,u0p002,u0p003,u0p004,u0p005,u0p006,u0p007,u0p008,u0p009,u0p010,u0p011,u0p012,u0p013,u0p014,u0p015,u0p016,u0p017,u0p018,u0p019,u0p020,u0p021,u0p022,u0p023,u0p024,u0p025,u0p026,u0p027,u0p028,u0p029,u0p030,u0p031,u0p032,u0p033,u0p034,u0p035,u0p036,u0p037,u0p038,u0p039,u0p040,u0p041,u0p042,u0p043,u0p044,u0p045,u0p046,u0p047,u0p048,u0p049,u0p050,u0p051,u0p052,u0p053,u0p054,u0p055,u0p056,u0p057,u0p058,u0p059,u0p060,u0p061,u0p062,u0p063,u0p064,u0p065,u0p066,u0p067,u0p068,u0p069,u0p070,u0p071,u0p072,u0p073,u0p074,u0p075,u0p076,u0p077,u0p078,u0p079,u0p080,u0p081,u0p082,u0p083,u0p084,u0p085,u0p086,u0p087,u0p088,u0p089,u0p090,u0p091,u0p092,u0p093,u0p094,u0p095,u0p096,u0p097,u0p098,u0p099,u0p100
17.39,1.031114,1.161356,1.150302,1.139410,1.128684,1.118131,1.107755,1.097560,1.087552,1.077736,1.068117,1.058701,1.049494,1.040500,1.032373,1.025786,1.020768,1.017343,1.015044,1.013393,1.012395,1.012470,1.014036,1.017087,1.020869,1.024637,1.028392,1.032612,1.037766,1.043841,1.050659,1.058047,1.065993,1.074852,1.084967,1.096302,1.108550,1.121415,1.134875,1.148869,1.163335,1.178256,1.194504,1.212899,1.233346,1.255745,1.279993,1.306408,1.335273,1.366434,1.399736,1.435031,1.472175,1.511032,1.551473,1.593378,1.636634,1.681137,1.726791,1.773507,1.821202,1.869802,1.919239,1.969449,2.020374,2.071962,2.124165,2.176938,2.230241,2.284037,2.338292,2.392974,2.448055,2.503508,2.559310,2.615438,2.671872,2.728592,2.785581,2.842823,2.900303,2.958006,3.015922,3.074036,3.132338,3.190818,3.249467,3.308275,3.367233,3.426335,3.485573,3.544940,3.604429,3.664035,3.723752,3.783576,3.843499,3.903520,3.963632,4.023832,4.084115,4.144479,4.204920,4.265434,4.326019,4.386671,4.447388,4.508167,4.569005,4.629901,4.690852,4.751856
17.40,1.031390,1.161419,1.150425,1.139576,1.128877,1.118331,1.107943,1.097718,1.087661,1.077775,1.068066,1.058538,1.049197,1.040047,1.031812,1.025234,1.020346,1.017172,1.015142,1.013679,1.012783,1.012897,1.014459,1.017461,1.021183,1.024908,1.028637,1.032838,1.037970,1.044019,1.050824,1.058224,1.066207,1.075067,1.085088,1.096238,1.108364,1.121320,1.135076,1.149238,1.163431,1.177652,1.193096,1.210892,1.230939,1.253130,1.277351,1.303832,1.332774,1.364021,1.397417,1.432812,1.470062,1.509030,1.549586,1.591608,1.634984,1.679608,1.725384,1.772223,1.820042,1.868766,1.918327,1.968661,2.019710,2.071421,2.123747,2.176642,2.230066,2.283983,2.338357,2.393158,2.448358,2.503929,2.559848,2.616092,2.672641,2.729476,2.786579,2.843934,2.901526,2.959342,3.017369,3.075594,3.134006,3.192596,3.251353,3.310270,3.369336,3.428545,3.487890,3.547363,3.606959,3.666671,3.726493,3.786421,3.846449,3.906573,3.966789,4.027092,4.087479,4.147945,4.208488,4.269104,4.329790,4.390544,4.451362,4.512242,4.573181,4.634177,4.695228,4.756332
17.41,1.031691,1.162165,1.151244,1.140447,1.129778,1.119239,1.108836,1.098571,1.088448,1.078472,1.068647,1.058977,1.049465,1.040117,1.031707,1.025032,1.020127,1.017017,1.015108,1.013796,1.013082,1.013341,1.014945,1.017887,1.021517,1.025192,1.028910,1.033096,1.038166,1.044106,1.050827,1.058240,1.066330,1.075253,1.085154,1.096008,1.107878,1.120823,1.134806,1.149213,1.163461,1.177554,1.192753,1.210253,1.229955,1.251754,1.275545,1.301598,1.330154,1.361056,1.394147,1.429275,1.466295,1.505065,1.545456,1.587342,1.630610,1.675151,1.720867,1.767666,1.815465,1.864188,1.913763,1.964126,2.015217,2.066984,2.119376,2.172347,2.225858,2.279870,2.334347,2.389259,2.444575,2.500270,2.556317,2.612696,2.669384,2.726362,2.783613,2.841119,2.898867,2.956841,3.015029,3.073418,3.131997,3.190756,3.249685,3.308775,3.368018,3.427405,3.486929,3.546583,3.606361,3.666257,3.726264,3.786379,3.846595,3.906908,3.967314,4.027808,4.088387,4.149046,4.209783,4.270594,4.331475,4.392425,4.453440,4.514517,4.575654,4.636849,4.698099,4.759402
17.42,1.031941,1.162245,1.151413,1.140693,1.130089,1.119603,1.109240,1.099002,1.088894,1.078918,1.069079,1.059381,1.049826,1.040420,1.031943,1.025200,1.020226,1.017046,1.015107,1.013848,1.013270,1.013663,1.015315,1.018218,1.021784,1.025426,1.029143,1.033321,1.038336,1.044177,1.050820,1.058240,1.066418,1.075392,1.085194,1.095801,1.107430,1.120288,1.134333,1.148864,1.163213,1.177388,1.192593,1.209974,1.229438,1.250887,1.274221,1.299789,1.327902,1.358401,1.391129,1.425934,1.462666,1.501185,1.541356,1.583054,1.626162,1.670569,1.716175,1.762888,1.810621,1.859297,1.908842,1.959191,2.010283,2.062064,2.114482,2.167492,2.221050,2.275120,2.329663,2.384649,2.440048,2.495831,2.551973,2.608452,2.665246,2.722336,2.779702,2.837329,2.895200,2.953302,3.011621,3.070144,3.128861,3.187760,3.246831,3.306066,3.365456,3.424992,3.484668,3.544475,3.604408,3.664460,3.724626,3.784900,3.845278,3.905753,3.966323,4.026981,4.087726,4.148552,4.209457,4.270436,4.331488,4.392608,4.453794,4.515043,4.576353,4.637721,4.699146,4.760624
17.43,1.032169,1.161976,1.151234,1.140598,1.130073,1.119661,1.109365,1.099189,1.089135,1.079208,1.069411,1.059747,1.050220,1.040835,1.032352,1.025559,1.020489,1.017168,1.015122,1.013867,1.013408,1.013936,1.015640,1.018515,1.022026,1.025641,1.029359,1.033528,1.038490,1.044232,1.050796,1.058218,1.066481,1.075506,1.085217,1.095596,1.106994,1.119747,1.133808,1.148413,1.162835,1.177081,1.192286,1.209531,1.228729,1.249790,1.272621,1.297652,1.325270,1.355316,1.387633,1.422066,1.458465,1.496686,1.536594,1.578061,1.620967,1.665200,1.710659,1.757247,1.804878,1.853470,1.902951,1.953252,2.004312,2.056075,2.108488,2.161505,2.215082,2.269179,2.323760,2.378792,2.434244,2.490088,2.546298,2.602851,2.659724,2.716898,2.774354,2.832075,2.890045,2.948249,3.006674,3.065306,3.124135,3.183150,3.242339,3.301695,3.361208,3.420869,3.480672,3.540609,3.600674,3.660859,3.721160,3.781570,3.842085,3.902700,3.963409,4.024210,4.085097,4.146068,4.207117,4.268243,4.329441,4.390709,4.452043,4.513442,4.574902,4.636422,4.697998,4.759628
17.44,1.032394,1.161695,1.151044,1.140498,1.130058,1.119729,1.109512,1.099412,1.089432,1.079574,1.069842,1.060240,1.050771,1.041439,1.032970,1.026110,1.020893,1.017343,1.015108,1.013826,1.013500,1.014193,1.015966,1.018813,1.022264,1.025851,1.029575,1.033736,1.038631,1.044250,1.050714,1.058138,1.066503,1.075597,1.085217,1.095347,1.106485,1.119105,1.133157,1.147832,1.162359,1.176743,1.192004,1.209108,1.227978,1.248534,1.270695,1.295001,1.321946,1.351371,1.383118,1.417031,1.452959,1.490756,1.530282,1.571409,1.614013,1.657981,1.703206,1.749592,1.797049,1.845493,1.894850,1.945049,1.996028,2.047728,2.100095,2.153082,2.206643,2.260737,2.315328,2.370380,2.425863,2.481748,2.538008,2.594618,2.651557,2.708803,2.766338,2.824143,2.882203,2.940502,2.999027,3.057764,3.116702,3.175829,3.235135,3.294610,3.354246,3.414033,3.473965,3.534033,3.594231,3.654553,3.714992,3.775543,3.836200,3.896959,3.957815,4.018763,4.079799,4.140920,4.202122,4.263401,4.324754,4.386177,4.447669,4.509225,4.570845,4.632524,4.694261,4.756053
17.45,1.032614,1.161802,1.151254,1.140809,1.130471,1.120243,1.110127,1.100128,1.090247,1.080488,1.070856,1.061352,1.051980,1.042745,1.034289,1.027275,1.021733,1.017686,1.015019,1.013607,1.013455,1.014406,1.016298,1.019125,1.022505,1.026058,1.029781,1.033920,1.038715,1.044156,1.050482,1.057923,1.066455,1.075671,1.085175,1.094960,1.105725,1.118144,1.132162,1.146978,1.161827,1.176709,1.192373,1.209527,1.228109,1.248055,1.269302,1.292582,1.318572,1.347114,1.378050,1.411221,1.446476,1.483664,1.522645,1.563284,1.605455,1.649041,1.693932,1.740028,1.787236,1.835468,1.884648,1.934702,1.985565,2.037176,2.089479,2.142424,2.195965,2.250058,2.304665,2.359751,2.415282,2.471228,2.527563,2.584260,2.641296,2.698650,2.756301,2.814233,2.872427,2.930867,2.989541,3.048433,3.107532,3.166827,3.226305,3.285958,3.345776,3.405750,3.465872,3.526135,3.586531,3.647054,3.707698,3.768456,3.829324,3.890297,3.951368,4.012535,4.073792,4.135136,4.196562,4.258068,4.319649,4.381303,4.443027,4.504817,4.566672,4.628588,4.690562,4.752594
17.46,1.032755,1.160944,1.150507,1.140190,1.129997,1.119930,1.109993,1.100189,1.090523,1.080998,1.071617,1.062385,1.053305,1.044381,1.036108,1.028993,1.023063,1.018336,1.015023,1.013333,1.013273,1.014450,1.016464,1.019313,1.022666,1.026200,1.029913,1.034020,1.038730,1.044036,1.050262,1.057724,1.066396,1.075712,1.085124,1.094630,1.105072,1.117260,1.131138,1.145950,1.160979,1.176215,1.192161,1.209295,1.227566,1.246925,1.267321,1.289655,1.314760,1.342480,1.372657,1.405133,1.439752,1.476363,1.514823,1.554993,1.596744,1.639957,1.684518,1.730323,1.777276,1.825289,1.874280,1.924174,1.974904,2.026405,2.078621,2.131499,2.184992,2.239055,2.293647,2.348733,2.404277,2.460250,2.516622,2.573367,2.630460,2.687881,2.745608,2.803622,2.861906,2.920444,2.979221,3.038222,3.097436,3.156849,3.216452,3.276233,3.336184,3.396294,3.456556,3.516963,3.577506,3.638179,3.698975,3.759889,3.820914,3.882047,3.943281,4.004612,4.066035,4.127547,4.189143,4.250821,4.312575,4.374404,4.436304,4.498272,4.560306,4.622402,4.684558,4.746772
17.47,1.032895,1.159191,1.148850,1.138649,1.128590,1.118678,1.108917,1.099311,1.089864,1.080580,1.071463,1.062518,1.053748,1.045160,1.037130,1.030051,1.023941,1.018817,1.015108,1.013241,1.013226,1.014528,1.016610,1.019467,1.022805,1.026338,1.030062,1.034163,1.038823,1.044035,1.050181,1.057632,1.066360,1.075720,1.085085,1.094455,1.104720,1.116734,1.130441,1.145148,1.160190,1.175555,1.191601,1.208666,1.226708,1.245685,1.265555,1.287308,1.311865,1.339072,1.368770,1.400801,1.435008,1.471241,1.509353,1.549206,1.590668,1.633617,1.677939,1.723528,1.770286,1.818123,1.866957,1.916710,1.967313,2.018702,2.070819,2.123609,2.177025,2.231021,2.285556,2.340593,2.396096,2.452034,2.508378,2.565102,2.622180,2.679590,2.737311,2.795323,2.853610,2.912155,2.970941,3.029956,3.089186,3.148620,3.208244,3.268050,3.328028,3.388168,3.448461,3.508901,3.569479,3.630189,3.691024,3.751977,3.813045,3.874220,3.935497,3.996874,4.058343,4.119903,4.181548,4.243274,4.305079,4.366959,4.428911,4.490932,4.553019,4.615169,4.677380,4.739650
17.48,1.033033,1.156975,1.146723,1.136632,1.126706,1.116951,1.107370,1.097968,1.088750,1.079720,1.070884,1.062245,1.053809,1.045581,1.037835,1.030851,1.024646,1.019234,1.015220,1.013213,1.013227,1.014619,1.016747,1.019605,1.022932,1.026472,1.030220,1.034331,1.038953,1.044079,1.050143,1.057565,1.066317,1.075700,1.085041,1.094338,1.104486,1.116343,1.129854,1.144407,1.159415,1.174860,1.190976,1.207984,1.225847,1.244527,1.263989,1.285292,1.309419,1.336218,1.365531,1.397200,1.431070,1.466986,1.504803,1.544382,1.585590,1.628303,1.672406,1.717793,1.764364,1.812028,1.860700,1.910305,1.960770,2.012031,2.064030,2.116711,2.170025,2.223926,2.278373,2.333328,2.388755,2.444622,2.500900,2.557562,2.614583,2.671939,2.729610,2.787576,2.845819,2.904323,2.963071,3.022051,3.081247,3.140649,3.200244,3.260023,3.319975,3.380091,3.440362,3.500780,3.561339,3.622030,3.682847,3.743785,3.804837,3.865998,3.927263,3.988627,4.050085,4.111634,4.173269,4.234987,4.296783,4.358655,4.420600,4.482614,4.544695,4.606840,4.669046,4.731311
17.49,1.033151,1.154253,1.144089,1.134114,1.124333,1.114753,1.105377,1.096212,1.087262,1.078533,1.070030,1.061758,1.053724,1.045933,1.038536,1.031692,1.025412,1.019705,1.015365,1.013195,1.013210,1.014671,1.016837,1.019703,1.023032,1.026586,1.030365,1.034490,1.039081,1.044134,1.050121,1.057506,1.066258,1.075653,1.084986,1.094259,1.104330,1.116025,1.129294,1.143632,1.158557,1.174046,1.190213,1.207166,1.224873,1.243299,1.262415,1.283334,1.307090,1.333533,1.362507,1.393853,1.427415,1.463041,1.500584,1.539903,1.580866,1.623348,1.667234,1.712416,1.758793,1.806273,1.854773,1.904213,1.954523,2.005637,2.057495,2.110043,2.163229,2.217009,2.271340,2.326183,2.381503,2.437267,2.493447,2.550013,2.606942,2.664209,2.721794,2.779676,2.837838,2.896263,2.954935,3.013839,3.072963,3.132293,3.191819,3.251530,3.311415,3.371465,3.431672,3.492028,3.552524,3.613154,3.673912,3.734791,3.795785,3.856888,3.918096,3.979404,4.040808,4.102302,4.163883,4.225548,4.287291,4.349111,4.411004,4.472967,4.534997,4.597092,4.659248,4.721463
17.50,1.033214,1.150036,1.139935,1.130073,1.120457,1.111093,1.101988,1.093147,1.084578,1.076286,1.068279,1.060563,1.053144,1.046028,1.039197,1.032630,1.026333,1.020310,1.015584,1.013194,1.013156,1.014645,1.016829,1.019703,1.023044,1.026631,1.030462,1.034623,1.039201,1.044190,1.050099,1.057422,1.066131,1.075518,1.084899,1.094274,1.104377,1.115915,1.128843,1.142826,1.157538,1.172953,1.189092,1.205974,1.223570,1.241848,1.260778,1.281491,1.305040,1.331274,1.360037,1.391173,1.424526,1.459944,1.497280,1.536396,1.577158,1.619442,1.663131,1.708120,1.754306,1.801598,1.849912,1.899169,1.949298,2.000233,2.051914,2.104287,2.157300,2.210909,2.265070,2.319744,2.374897,2.430496,2.486511,2.542914,2.599681,2.656787,2.714212,2.771935,2.829939,2.888206,2.946721,3.005469,3.064437,3.123613,3.182985,3.242541,3.302273,3.362171,3.422226,3.482429,3.542774,3.603254,3.663861,3.724589,3.785433,3.846387,3.907446,3.968605,4.029859,4.091205,4.152638,4.214154,4.275750,4.337422,4.399168,4.460983,4.522866,4.584814,4.646823,4.708892
17.51,1.033305,1.144611,1.134528,1.124740,1.115256,1.106082,1.097227,1.088698,1.080503,1.072650,1.065147,1.058000,1.051217,1.044806,1.038624,1.032525,1.026512,1.020585,1.015848,1.013422,1.013324,1.014746,1.016875,1.019706,1.023038,1.026672,1.030605,1.034857,1.039451,1.044382,1.050188,1.057394,1.065971,1.075305,1.084801,1.094454,1.104769,1.116232,1.128808,1.142356,1.156738,1.171923,1.187926,1.204758,1.222384,1.240772,1.259887,1.280803,1.304519,1.330886,1.359749,1.390954,1.424345,1.459774,1.497095,1.536170,1.576870,1.619071,1.662660,1.707529,1.753582,1.800726,1.848879,1.897963,1.947909,1.998651,2.050131,2.102294,2.155091,2.208476,2.262408,2.316849,2.371763,2.427118,2.482885,2.539036,2.595548,2.652396,2.709559,2.767019,2.824756,2.882755,2.940999,2.999475,3.058169,3.117069,3.176163,3.235441,3.294893,3.354509,3.414281,3.474202,3.534262,3.594456,3.654777,3.715218,3.775774,3.836440,3.897209,3.958078,4.019042,4.080097,4.141238,4.202463,4.263766,4.325146,4.386598,4.448120,4.509709,4.571362,4.633077,4.694850
17.52,1.033446,1.140646,1.130626,1.120933,1.111574,1.102560,1.093897,1.085595,1.077662,1.070105,1.062934,1.056156,1.049779,1.043809,1.038044,1.032274,1.026501,1.020723,1.016062,1.013658,1.013527,1.014896,1.016986,1.019792,1.023126,1.026799,1.030808,1.035126,1.039728,1.044609,1.050330,1.057438,1.065906,1.075184,1.084738,1.094562,1.104996,1.116369,1.128653,1.141868,1.156033,1.171114,1.187080,1.203902,1.221545,1.239973,1.259152,1.280131,1.303886,1.330267,1.359123,1.390298,1.423641,1.459004,1.496242,1.535219,1.575807,1.617884,1.661336,1.706060,1.751957,1.798938,1.846920,1.895827,1.945589,1.996142,2.047428,2.099393,2.151988,2.205167,2.258890,2.313119,2.367818,2.422956,2.478504,2.534435,2.590723,2.647347,2.704285,2.761517,2.819026,2.876795,2.934809,2.993053,3.051515,3.110182,3.169042,3.228085,3.287302,3.346682,3.406218,3.465902,3.525725,3.585681,3.645764,3.705967,3.766284,3.826711,3.887241,3.947870,4.008595,4.069409,4.130310,4.191294,4.252357,4.313496,4.374707,4.435988,4.497335,4.558747,4.620220,4.681752
17.53,1.033602,1.137209,1.127276,1.117691,1.108462,1.099600,1.091112,1.083008,1.075296,1.067985,1.061084,1.054599,1.048539,1.042912,1.037488,1.032037,1.026556,1.021046,1.016607,1.014356,1.014308,1.015734,1.017903,1.020808,1.024264,1.028085,1.032267,1.036746,1.041459,1.046404,1.052154,1.059271,1.067725,1.077030,1.086711,1.096758,1.107365,1.118719,1.130796,1.143778,1.157834,1.172925,1.188962,1.205856,1.223573,1.242076,1.261331,1.282371,1.306158,1.332543,1.361376,1.392504,1.425779,1.461052,1.498182,1.537036,1.577486,1.619411,1.662701,1.707252,1.752968,1.799759,1.847544,1.896249,1.945803,1.996144,2.047214,2.098959,2.151330,2.204284,2.257779,2.311777,2.366245,2.421150,2.476463,2.532157,2.588209,2.644595,2.701294,2.758287,2.815556,2.873085,2.930858,2.988861,3.047081,3.105506,3.164125,3.222926,3.281900,3.341039,3.400332,3.459774,3.519355,3.579068,3.638909,3.698869,3.758944,3.819128,3.879416,3.939804,4.000286,4.060858,4.121517,4.182259,4.243080,4.303977,4.364946,4.425986,4.487092,4.548262,4.609493,4.670784
17.54,1.033769,1.133635,1.123789,1.114311,1.105208,1.096491,1.088169,1.080251,1.072746,1.065663,1.059009,1.052794,1.047025,1.041710,1.036611,1.031487,1.026338,1.021162,1.016997,1.014894,1.014865,1.016263,1.018438,1.021383,1.024911,1.028831,1.033140,1.037737,1.042519,1.047485,1.053216,1.060280,1.068649,1.077918,1.087691,1.097954,1.108730,1.120039,1.131865,1.144557,1.158449,1.173498,1.189565,1.206520,1.224325,1.242944,1.262340,1.283515,1.307402,1.333855,1.362725,1.393861,1.427115,1.462342,1.499404,1.538167,1.578507,1.620306,1.663454,1.707848,1.753393,1.800004,1.847598,1.896102,1.945447,1.995572,2.046419,2.097936,2.150074,2.202789,2.256041,2.309793,2.364010,2.418661,2.473718,2.529155,2.584945,2.641068,2.697502,2.754229,2.811230,2.868490,2.925992,2.983724,3.041671,3.099823,3.158166,3.216692,3.275391,3.334253,3.393269,3.452432,3.511735,3.571170,3.630731,3.690412,3.750207,3.810111,3.870118,3.930225,3.990425,4.050717,4.111094,4.171554,4.232093,4.292708,4.353395,4.414152,4.474976,4.535863,4.596812,4.657820
17.55,1.033965,1.129771,1.120008,1.110626,1.101634,1.093043,1.084860,1.077096,1.069761,1.062861,1.056407,1.050407,1.044868,1.039797,1.034973,1.030169,1.025384,1.020620,1.016756,1.014684,1.014414,1.015474,1.017386,1.020145,1.023541,1.027364,1.031610,1.036133,1.040790,1.045579,1.051088,1.057890,1.065960,1.074999,1.084714,1.095088,1.105920,1.117018,1.128372,1.140558,1.154125,1.169024,1.185064,1.202058,1.219968,1.238754,1.258376,1.279786,1.303871,1.330484,1.359478,1.390703,1.424012,1.459263,1.496319,1.535049,1.575329,1.617043,1.660084,1.704351,1.749751,1.796198,1.843613,1.891922,1.941061,1.990966,2.041581,2.092856,2.144743,2.197198,2.250182,2.303658,2.357593,2.411957,2.466719,2.521856,2.577342,2.633155,2.689276,2.745685,2.802366,2.859301,2.916475,2.973876,3.031490,3.089306,3.147311,3.205497,3.263853,3.322370,3.381040,3.439855,3.498807,3.557891,3.617099,3.676426,3.735865,3.795412,3.855062,3.914810,3.974650,4.034581,4.094596,4.154694,4.214869,4.275119,4.335442,4.395833,4.456289,4.516810,4.577391,4.638030
17.56,1.034199,1.128176,1.118579,1.109344,1.100479,1.091993,1.083896,1.076195,1.068900,1.062019,1.055559,1.049530,1.043938,1.038790,1.033950,1.029278,1.024778,1.020451,1.016987,1.015085,1.014753,1.015680,1.017548,1.020352,1.023829,1.027716,1.032008,1.036560,1.041228,1.046012,1.051494,1.058244,1.066239,1.075216,1.084918,1.095325,1.106134,1.117048,1.128064,1.139970,1.153516,1.168646,1.184995,1.202214,1.220265,1.239113,1.258722,1.280071,1.304069,1.330575,1.359441,1.390520,1.423667,1.458742,1.495608,1.534137,1.574206,1.615702,1.658516,1.702549,1.747710,1.793912,1.841079,1.889136,1.938019,1.987666,2.038022,2.089035,2.140657,2.192847,2.245565,2.298774,2.352440,2.406534,2.461028,2.515894,2.571109,2.626652,2.682502,2.738640,2.795049,2.851712,2.908615,2.965745,3.023087,3.080631,3.138365,3.196279,3.254364,3.312609,3.371008,3.429552,3.488234,3.547047,3.605984,3.665040,3.724209,3.783486,3.842865,3.902342,3.961913,4.021574,4.081319,4.141147,4.201053,4.261034,4.321087,4.381209,4.441396,4.501648,4.561960,4.622331
17.57,1.034414,1.126956,1.117545,1.108475,1.099755,1.091394,1.083400,1.075781,1.068545,1.061700,1.055254,1.049214,1.043587,1.038380,1.033508,1.028886,1.024517,1.020404,1.017141,1.015329,1.014975,1.015848,1.017710,1.020557,1.024090,1.028013,1.032321,1.036878,1.041548,1.046331,1.051791,1.058480,1.066375,1.075256,1.084904,1.095301,1.106067,1.116838,1.127614,1.139319,1.152836,1.168105,1.184629,1.201938,1.219999,1.238778,1.258243,1.279407,1.303211,1.329513,1.358169,1.389031,1.421958,1.456808,1.493447,1.531748,1.571587,1.612852,1.655435,1.699239,1.744169,1.790143,1.837081,1.884911,1.933568,1.982990,2.033122,2.083912,2.135313,2.187283,2.239781,2.292772,2.346222,2.400100,2.454379,2.509031,2.564034,2.619365,2.675004,2.730932,2.787132,2.843587,2.900283,2.957205,3.014341,3.071680,3.129209,3.186919,3.244799,3.302842,3.361038,3.419380,3.477860,3.536471,3.595208,3.654064,3.713033,3.772110,3.831290,3.890569,3.949941,4.009404,4.068952,4.128582,4.188291,4.248075,4.307931,4.367856,4.427848,4.487903,4.548020,4.608196
17.58,1.034623,1.125862,1.116645,1.107749,1.099182,1.090952,1.083066,1.075533,1.068359,1.061552,1.055119,1.049067,1.043402,1.038132,1.033216,1.028615,1.024333,1.020374,1.017261,1.015522,1.015164,1.016009,1.017877,1.020763,1.024340,1.028287,1.032600,1.037153,1.041825,1.046614,1.052054,1.058671,1.066442,1.075199,1.084778,1.095158,1.105892,1.116549,1.127131,1.138666,1.152140,1.167487,1.184112,1.201450,1.219471,1.238146,1.257444,1.278407,1.302002,1.328089,1.356525,1.387165,1.419866,1.454490,1.490903,1.528976,1.568588,1.609627,1.651986,1.695566,1.740274,1.786028,1.832747,1.880360,1.928802,1.978011,2.027930,2.078510,2.129703,2.181466,2.233759,2.286546,2.339793,2.393470,2.447548,2.502002,2.556807,2.611942,2.667385,2.723118,2.779124,2.835387,2.891890,2.948622,3.005568,3.062716,3.120057,3.177578,3.235271,3.293127,3.351136,3.409292,3.467587,3.526013,3.584566,3.643237,3.702023,3.760917,3.819914,3.879010,3.938201,3.997481,4.056848,4.116297,4.175825,4.235428,4.295104,4.354850,4.414662,4.474538,4.534475,4.594471
17.59,1.034841,1.125398,1.116401,1.107696,1.099288,1.091185,1.083394,1.075922,1.068774,1.061959,1.055481,1.049347,1.043565,1.038138,1.033088,1.028435,1.024184,1.020341,1.017355,1.015683,1.015329,1.016165,1.018054,1.020990,1.024619,1.028584,1.032884,1.037417,1.042086,1.046890,1.052324,1.058876,1.066523,1.075147,1.084628,1.094943,1.105616,1.116187,1.126658,1.138133,1.151669,1.167194,1.184003,1.201426,1.219438,1.238011,1.257122,1.277853,1.301211,1.327059,1.355254,1.385653,1.418114,1.452499,1.488674,1.526513,1.565894,1.606704,1.648838,1.692195,1.736686,1.782224,1.828732,1.876137,1.924373,1.973379,2.023100,2.073483,2.124482,2.176053,2.228157,2.280757,2.333820,2.387314,2.441212,2.495486,2.550114,2.605073,2.660343,2.715903,2.771738,2.827830,2.884165,2.940729,2.997509,3.054492,3.111668,3.169026,3.226556,3.284250,3.342099,3.400094,3.458229,3.516497,3.574891,3.633405,3.692034,3.750771,3.809613,3.868554,3.927589,3.986715,4.045928,4.105223,4.164598,4.224049,4.283572,4.343166,4.402826,4.462551,4.522337,4.582183
17.60,1.035097,1.126608,1.117907,1.109440,1.101214,1.093232,1.085501,1.078026,1.070812,1.063865,1.057190,1.050792,1.044676,1.038848,1.033422,1.028519,1.024144,1.020305,1.017383,1.015761,1.015445,1.016321,1.018271,1.021289,1.024977,1.028944,1.033184,1.037659,1.042329,1.047191,1.052662,1.059150,1.066636,1.075059,1.084358,1.094510,1.105030,1.115451,1.125776,1.137156,1.150697,1.166323,1.183211,1.200576,1.218400,1.236661,1.255341,1.275590,1.298480,1.323874,1.351632,1.381612,1.413671,1.447671,1.483480,1.520969,1.560018,1.600511,1.642343,1.685414,1.729630,1.774907,1.821166,1.868333,1.916341,1.965129,2.014640,2.064822,2.115627,2.167012,2.218936,2.271362,2.324257,2.377588,2.431328,2.485449,2.539928,2.594742,2.649869,2.705292,2.760992,2.816952,2.873158,2.929595,2.986250,3.043112,3.100168,3.157408,3.214822,3.272402,3.330138,3.388023,3.446048,3.504208,3.562495,3.620904,3.679428,3.738062,3.796802,3.855641,3.914576,3.973603,4.032717,4.091915,4.151192,4.210547,4.269975,4.329473,4.389039,4.448670,4.508363,4.568116
17.61,1.035324,1.127295,1.118888,1.110669,1.102643,1.094813,1.087185,1.079763,1.072550,1.065552,1.058772,1.052214,1.045883,1.039783,1.034076,1.028929,1.024350,1.020346,1.017326,1.015702,1.015479,1.016477,1.018507,1.021564,1.025253,1.029183,1.033351,1.037770,1.042454,1.047398,1.052903,1.059260,1.066454,1.074565,1.083666,1.093733,1.104224,1.114617,1.124915,1.136226,1.149612,1.165003,1.181604,1.198658,1.216146,1.234050,1.252351,1.272217,1.294736,1.319773,1.347188,1.376839,1.408584,1.442285,1.477809,1.515027,1.553817,1.594065,1.635663,1.678511,1.722515,1.767589,1.813653,1.860635,1.908465,1.957082,2.006428,2.056452,2.107105,2.158342,2.210123,2.262410,2.315170,2.368371,2.421983,2.475980,2.530337,2.585032,2.640044,2.695352,2.750940,2.806791,2.862889,2.919220,2.975770,3.032529,3.089483,3.146623,3.203938,3.261419,3.319058,3.376847,3.434777,3.492843,3.551037,3.609353,3.667785,3.726328,3.784977,3.843726,3.902572,3.961510,4.020535,4.079645,4.138836,4.198103,4.257444,4.316857,4.376337,4.435882,4.495490,4.555158
